"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"loglik[22]",-0.770662928171666,0.183766086920625,-1.13557996068387,-0.891475666501874,-0.766331359403606,-0.638580556255337,-0.439041055861332,1.00080383268282,3000
"loglik[23]",-4.50677127913525,0.686716166545826,-6.01572905723721,-4.93294641853653,-4.45361087858055,-4.00774758308719,-3.3241512240276,1.00061570542085,3000
"loglik[24]",-0.868299609343789,0.187676026086664,-1.24386548478312,-0.992985767326311,-0.865522007436829,-0.738626621253623,-0.521300348692221,1.00053499552008,3000
"loglik[25]",-1.12014104291013,0.189078298342633,-1.5090042095168,-1.23974653539102,-1.12024875984982,-0.989902010111047,-0.761861127379678,1.00073617020342,3000
"loglik[26]",-2.08234567192454,0.25138722329025,-2.61573050493375,-2.23837909652747,-2.06671396660227,-1.90970369280183,-1.64101186402358,1.00064529465872,3000
"loglik[27]",-0.82321532769852,0.186972037443109,-1.20267183244782,-0.948769075956839,-0.818340003675082,-0.690346962157228,-0.478095126079298,1.00063416080413,3000
"loglik[28]",-3.07858827247244,0.427821658542364,-4.02254846173338,-3.34292057927071,-3.0418384866052,-2.77163489569164,-2.35052754621559,1.00060953318458,3000
"loglik[29]",-1.1582793503525,0.189620780973751,-1.54229870919805,-1.28459551051374,-1.15394820107203,-1.03139288560099,-0.803089090121607,1.0012575117709,2600
"loglik[30]",-1.03512375034588,0.173956458217697,-1.38422551114346,-1.15509485134052,-1.03299034015805,-0.917258372232502,-0.703710834028671,1.00162275573541,1800
"loglik[31]",-1.57228661183647,0.200375693242911,-1.99217232434376,-1.70215341773764,-1.56547692853444,-1.43310308999808,-1.20036674035048,1.00074948198504,3000
"loglik[32]",-2.25316452536418,0.29490250015898,-2.87856379834559,-2.44375189345854,-2.22859175567016,-2.04595580637158,-1.74129874178448,1.00075949631544,3000
"loglik[33]",-0.996402606221703,0.170407712022135,-1.33900171805385,-1.11016385670373,-0.989728018848796,-0.87963698454392,-0.667394246049543,1.0009903119167,3000
"p.global[1]",0.0836996038858933,0.0674883699985299,0.00252407693698526,0.0303228499040538,0.0679943633094,0.120815755798341,0.252516024470499,1.00099970764034,3000
"p.global[2]",0.0518436573967598,0.0438403126211604,0.00219684923979611,0.0174281842501532,0.0405063907777298,0.0749307953912853,0.161639480115687,1.00059372749661,3000
"p.global[3]",0.104046788361764,0.067070510855098,0.00491222669074952,0.0508692155702598,0.0953433052676692,0.149435582792714,0.250268898112328,1.00853071108291,420
"p.global[4]",0.341978756700269,0.137779843888575,0.0627908685348336,0.247580440251824,0.34464040886351,0.436326960928305,0.605030804851334,1.01539215532923,1700
"p.global[5]",0.137917874151039,0.108991624604073,0.00321498563582346,0.0504104138467615,0.113894146024292,0.201922595975398,0.395643098244369,1.00805193631903,320
"p.global[6]",0.280513319504274,0.125787048175307,0.0432822035876906,0.191576571543393,0.280258471288356,0.369345776987433,0.525160748714601,1.00289480008064,840
"resid.prop[1]",2.49308992989561,1.10076626355696,0.941668239954618,1.69480292376171,2.3045622464799,3.06638958950315,5.26535105676368,1.00064465025845,3000
"resid.prop[2]",2.95369572089359,1.0076799508448,1.47999946025411,2.24492478443804,2.79007677388151,3.49382691582566,5.38736402995883,1.00081325811111,3000
