"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"p.fac1[1,1]",0.0700809221376881,0.0968520750214158,2.33642873190687e-10,0.0052573510402367,0.0311685856370409,0.0941407541970026,0.3571795914406,1.05008270299274,230
"p.fac1[2,1]",0.0523172293272576,0.0622946804074382,9.25167527904438e-09,0.00542254417732571,0.0280981662958253,0.078885486091304,0.218329133790457,1.01571518366106,380
"p.fac1[3,1]",0.0679157832348999,0.0852538759457162,6.43362182958782e-10,0.00639849561547024,0.0366916882363396,0.096946274949284,0.309749738528071,1.02346057748046,220
"p.fac1[1,2]",0.0388384836457674,0.048029843396034,3.16552726472754e-10,0.00313847634762782,0.0207733243199252,0.057937484646426,0.171528748966581,1.04828065665735,270
"p.fac1[2,2]",0.0360227407429269,0.0419928672542436,1.05892154445373e-08,0.00405782095024744,0.0204727914119266,0.0531578853180309,0.152717738730757,1.02354451998449,430
"p.fac1[3,2]",0.0727420191209826,0.0914702935722911,5.01614683933550e-09,0.00707260464332902,0.0374614482328708,0.10474851329771,0.339719097120979,1.03605878938805,390
"p.fac1[1,3]",0.0646591655475412,0.0662236005096208,3.28164630148414e-10,0.00918918630233796,0.0448330193703788,0.098608059924944,0.225998510564256,1.05847593814881,230
"p.fac1[2,3]",0.0763204109572745,0.0733424199913157,1.30500037201389e-08,0.0125552246092232,0.0574975558500428,0.121245526890062,0.258531736547573,1.02422261059412,600
"p.fac1[3,3]",0.123996804980187,0.114600696943241,7.80264321925079e-09,0.0231246182616779,0.0957366599946163,0.19513196712337,0.393413490435674,1.03996797585227,250
"p.fac1[1,4]",0.22451372895432,0.182388793142056,3.68885231945927e-09,0.0590201676041973,0.203295706257309,0.348659730970557,0.62316809853779,1.02586022174173,410
"p.fac1[2,4]",0.44034913557929,0.175166806783291,0.0764579389834042,0.326031022288584,0.441191305619918,0.554197183830389,0.78477732302658,1.00327658457629,920
"p.fac1[3,4]",0.274956586040644,0.202631151453542,2.24724417699899e-08,0.102637817096208,0.263729688251605,0.416768164045371,0.692822521719553,1.03074848898306,410
"p.fac1[1,5]",0.237696112738928,0.306619799263331,5.94114061796071e-05,0.0229708329898052,0.0918997340776587,0.320289586069174,0.999717336283002,1.06283066277917,510
"p.fac1[2,5]",0.107365884697729,0.117169155613924,5.03494356552886e-08,0.0152482110590008,0.0691409989390211,0.164592165880314,0.417047458107557,1.02808962728661,490
"p.fac1[3,5]",0.273225769807225,0.289472864256098,0.000204050678022962,0.0436383979014245,0.161782564732241,0.409232474230446,0.998129434474249,1.06613318713664,1300
"p.fac1[1,6]",0.364211586975755,0.257013420939684,7.35259290972078e-10,0.136369827379661,0.366519868001854,0.554996566647762,0.863563952476519,1.02190963417023,760
"p.fac1[2,6]",0.287624598695521,0.152359614749386,0.0004808946488244,0.187533461159261,0.291630490649795,0.390690824028959,0.582558256786404,1.05330633704421,640
"p.fac1[3,6]",0.187163036816062,0.15684642164007,9.05884903581239e-10,0.0405049767702941,0.165700859835044,0.300998357083282,0.526109600069587,1.05756049977207,280
